ca_mbs_white_harbour_barracks;White Harbour Barracks;;;;;;;;;;;;;x
ca_mbs_white_harbour_barracks_desc;Though mounted lancers are not uncommon in Northern armies, the great influence of Andal culture brought to White Harbour by House Manderly has meant that the region places a far greater emphasis on knighthood and heavy cavalry than the rest of the North. As a result levies from this region typically boast larger contingents of heavy horse than is the case for the rest of the North.;;;;;;;;;;;;;x
ca_mbs_crannogman_barracks;Crannogman Barracks;;;;;;;;;;;;;x
ca_mbs_crannogman_barracks_desc;The Crannogmen of the Neck are talented hunters and warriors. Despite their short stature and somewhat primitive lifestyle, they have proven a notoriously difficult people to conquer, using guerilla tactics and wielding nets, bronze knives, and frog spears in battle.;;;;;;;;;;;;;x
ca_mbs_valeman_barracks;Valeman Barracks;;;;;;;;;;;;;x
ca_mbs_valeman_barracks_desc;The Vale was where the Andals first established a foothold in Westeros, firmly establishing Andal traditions of knighthood and mounted combat. As a result of this and the naturally mountainous terrain of the Mountains of the Moon, warfare in the Vale typically relies heavily on a combination of pikemen able to hold the narrow mountain passes of the Vale and heavy cavalry able to deliver a decisive blow against the enemy, acting as the hammer to the pikemens' anvil.;;;;;;;;;;;;;x
ca_mbs_sisterman_barracks;Sisterman Barracks;;;;;;;;;;;;;x
ca_mbs_sisterman_barracks_desc;The Sistermen of the Three Sisters  have a legacy as pirates, smugglers, and wreckers. Their scraggy islands are not suited for horses and heavy infantry like the rest of the Vale. Instead when the Sistermen march to war they rely on archers and light infantry, as effective on land as they are at sea, fighting ship to ship.;;;;;;;;;;;;;x
ca_mbs_vale_islander_barracks;Vale Islander Barracks;;;;;;;;;;;;;x
ca_mbs_vale_islander_barracks_desc;The inhabitants of the small islands off the coast of the Vale are a hardy people, used to the violent storms of the Narrow Sea. Their scraggy islands are not suited for horses and heavy infantry like the rest of the Vale. Instead when the folk of Pebble, Witch Isle and the Paps march to war they rely on archers and light infantry, as effective on land as they are at sea, fighting ship to ship.;;;;;;;;;;;;;x
ca_mbs_runestone_barracks;Runestone Barracks;;;;;;;;;;;;;x
ca_mbs_runestone_barracks_desc;After the Battle of Sevenstars House Royce bent the knee to House Arryn, completing the Andal Conquest of the Vale. However, the continued rule of House Royce ensured that a legacy of the First Men remained, despite the region adopting many Andal traditions. As a result in times of war levies from Runestone often field considerably more heavy infantry than is normal for the Vale.;;;;;;;;;;;;;x
ca_mbs_eastwald_barracks;Eastwald Barracks;;;;;;;;;;;;;x
ca_mbs_eastwald_barracks_desc;After the Battle of Sevenstars House Hunter bent the knee to House Arryn, completing the Andal Conquest of the Vale. However, the continued rule of House Hunter ensured that the region of Longbow Hall remained know for its skilled archers, despite the region adopting many Andal traditions of knighthood and heavy cavalry. As a result in times of war levies from Longbow Hall often field considerably more archers than is normal for the Vale.;;;;;;;;;;;;;x
ca_mbs_the_bite_barracks;Mountain Clansman Barracks;;;;;;;;;;;;;x
ca_mbs_the_bite_barracks_desc;The Clans of the Mountains of the Moon are a wild and fearsome people. Even those who agree to be organised in a levy fight in the traditional ways of their people, fighting mostly on foot and with their champions clad in mail and armour that they have obtained on their raids.;;;;;;;;;;;;;x
ca_mbs_riverman_barracks;Riverman Barracks;;;;;;;;;;;;;x
ca_mbs_riverman_barracks_desc;The Riverlands finally fell to the Andal invaders with the defeat of House Mudd, firmly establishing Andal traditions of knighthood and mounted combat. As a result of this and the natural choke points at the fords and bridges of the Trident and Blackwater Rush, warfare in the Riverlands typically relies heavily on a combination of pikemen able to hold the river crossings and heavy cavalry able to deliver a decisive blow against the enemy, acting as the hammer to the pikemens' anvil.;;;;;;;;;;;;;x
ca_mbs_blackwood_barracks;Blackwood Vale Barracks;;;;;;;;;;;;;x
ca_mbs_blackwood_barracks_desc;The long rule of House Blackwood has ensured that the legacy of the First Men and the Old Gods has remained in the Blackwood Vale and the region has boasted many famous bowmen throughout its history. As a result in times of war levies from Blackwood Vale often field considerably more archers than is normal for the Riverlands.;;;;;;;;;;;;;x
ca_mbs_stonehedge_barracks;Stonehedge Barracks;;;;;;;;;;;;;x
ca_mbs_stonehedge_barracks_desc;The long rule of House Bracken has ensured that the region around Stone Hedge has a reputation for breeding the finest horses in the Trident. As a result in times of war levies from Stonehedge often field considerably more cavalry than is normal for the Riverlands.;;;;;;;;;;;;;x
ca_mbs_crownlander_barracks;Crownlander Barracks;;;;;;;;;;;;;x
ca_mbs_crownlander_barracks_desc;The Crownlands around King's Landing are populated by many vilages and small towns that supply the city. Crownlanders may lack the martial reputation of other regions of Westeros, but the wealthy lands are able to support a considerable about of knights and petty lords. As a result in times of war crownland levies are able to field contingents of heavy cavalry, supported by lightly armed infantry drawn from Kings Landing and the surrounding towns and villages.;;;;;;;;;;;;;x
ca_mbs_crackclaw_barracks;Crackclawman Barracks;;;;;;;;;;;;;x
ca_mbs_crackclaw_barracks_desc;The inhabitants of Cracklaw Point are a fearsome, half-wild people, descended from the First Men, having pushed back all Andal attempts at conquest, eventually absorbing Andal traditions through marriage. Crackclaw point is covered in bogs and pine barrens, and as a result is not able to support heavy foot and knights in the same numbers as the rest of the Westeros, instead the main power of Clawmen armies typically comes from their fearsome light infantry and cavalry.;;;;;;;;;;;;;x
ca_mbs_narrow_sea_barracks;Narrow Sea Islander Barracks;;;;;;;;;;;;;x
ca_mbs_narrow_sea_barracks_desc;The islands of the Narrow Sea are home to fearsome people, many of whom are skilled mariners and fishermen, toughened by the sea and used to fending off pirates. Whilst the islands themselves are small, the wealth of trade means that the lords of the islands can also support decent amounts of heavily armed knights. As a result in times of war the islands of the Gullet and Narrow Sea are able to field contingents of heavy cavalry, supported by hardy lightly armed infantry.;;;;;;;;;;;;;x
ca_mbs_kingswood_barracks;Kingswood Barracks;;;;;;;;;;;;;x
ca_mbs_kingswood_barracks_desc;The Kingswood is a mighty forest south of the Blackwater Rush extending onto Massey's Hook and as a result those that make their homes within it are experience woodsmen, skilled at hunting beasts and tracking their prey. As a result in times of war they serve as scouts and skilled archers, hunting men much as they would wolf or boar.;;;;;;;;;;;;;x
ca_mbs_westerman_barracks;Westerman Barracks;;;;;;;;;;;;;x
ca_mbs_westerman_barracks_desc;The First Men of the Westerlands thoroughly intermarried with the Andal invaders, firmly establishing Andal traditions of knighthood and mounted combat. As a result of this, warfare in the Westerlands typically relies heavily on a combination of heavy infantry and dismounted men at arms able to hold the line, and heavy cavalry able to deliver a decisive blow against the enemy.;;;;;;;;;;;;;x
ca_mbs_ironborn_barracks;Ironborn Barracks;;;;;;;;;;;;;x
ca_mbs_ironborn_barracks_desc;The Men of the Iron Isles fight in a manner completely disimilar to the rest of Westeros. The rocky, unfertile islands are not easily suited to breeding horses and the Ironborn hold that there is little honour in killing at a distance. As a result of this, warfare in the Iron Isles typically relies heavily on a mixture of lightly armed raiders and heavily armed heroes and captains, who have no fear of drowning for they will feast in the Drowned God's Halls if they do. Such a force is equally effective on sea, beach or riverbank and all those in sight of the sea know to fear the raiding parties of the Ironborn.;;;;;;;;;;;;;x
ca_mbs_stormlander_barracks;Stormlander Barracks;;;;;;;;;;;;;x
ca_mbs_stormlander_barracks_desc;The First Men of the Stormlands thoroughly intermarried with the Andal invaders, firmly establishing Andal traditions of knighthood and mounted combat, however, the Stormlanders also maintained a tradition of powerful heavy infantry formations drawn from the First Men. As a result of this, warfare in the Stormlands typically relies heavily on a combination of heavy infantry and pikemen able to hold the line, and heavy cavalry able to deliver a decisive blow against the enemy, acting as the hammer to the infantry's anvil.;;;;;;;;;;;;;x
ca_mbs_stormlander_march_barracks;Stormlander Dornish March Barracks;;;;;;;;;;;;;x
ca_mbs_stormlander_march_barracks_desc;The Dornish Marches are the volatile border region between Dorne, and the Stormlands. Over the centuries the many invading armies and bandit kings that plague the region have hardened the marcher folk, giving them a reputation for martial prowess and their bowmen are considered some of the finest in Westeros. As a result levies from this region typically boast larger contingents of archers than is the case for the rest of the Stormlands.;;;;;;;;;;;;;x
ca_mbs_reachman_barracks;Reachman Barracks;;;;;;;;;;;;;x
ca_mbs_reachman_barracks_desc;The First Men of the Reach thoroughly intermarried with the Andal invaders, firmly establishing Andal traditions of knighthood and mounted combat, and now the Reach is considered the home of Westerosi chivalry. As a result of this, warfare in the Reach typically relies heavily on a combination of dismounted men at arms, and a mixture of light and heavy cavalry able to deliver a decisive blow against the enemy, acting as the hammer to the infantry's anvil.;;;;;;;;;;;;;x
ca_mbs_reachman_march_barracks;Reachman Dornish March Barracks;;;;;;;;;;;;;x
ca_mbs_reachman_march_barracks_desc;The Dornish Marches are the volatile border region between Dorne, and the Reach. Over the centuries the many invading armies and bandit kings that plague the region have hardened the marcher folk, giving them a reputation for martial prowess and their bowmen are considered some of the finest in Westeros. As a result levies from this region typically boast larger contingents of archers than is the case for the rest of the Reach.;;;;;;;;;;;;;x
ca_mbs_shield_isles_barracks;Shield Island Barracks;;;;;;;;;;;;;x
ca_mbs_shield_isles_barracks_desc;The Shield Isles have long guarded the mouth of the Mander against Ironborn raids. As a result of the need to be able to fight on both sea and land the men of the Shield Isles place less of an emphasis on cavalry, instead using light and heavy infantry combined with archers to fend off their foes.;;;;;;;;;;;;;x
ca_mbs_stone_dornishman_barracks;Stoney Dornishman Barracks;;;;;;;;;;;;;x
ca_mbs_stone_dornishman_barracks_desc;The Stony Dornish of the Red Mountains have the most First Man and Andal blood of the Dornish and the least Rhoynar influence. As a result of this, and the naturally mountainous terrain of the Red Mountains, warfare in the Red Mountains typically relies heavily on a combination of heavy infantry and spearmen, able to hold the narow passes, and archers able to pepper the enemy with arrows from a distance.;;;;;;;;;;;;;x
ca_mbs_sand_dornishman_barracks;Sandy Dornishman Barracks;;;;;;;;;;;;;x
ca_mbs_sand_dornishman_barracks_desc;The Sandy Dornish of central Dorne are influenced by both their mixed Andal and Rhoynar heritage and the necessities of their desert home. As a result of this warfare in the deserts of Dorne typically relies heavily on a combination of phalanxes of spearmen and light cavalry mounted on the famous Dornish sand steeds, and archers able to pepper the enemy with arrows from a distance.;;;;;;;;;;;;;x
ca_mbs_salt_dornishman_barracks;Salty Dornishman Barracks;;;;;;;;;;;;;x
ca_mbs_salt_dornishman_barracks_desc;The Salty Dornish of the Dornish coast are influenced by both their mixed Andal and Rhoynar heritage. As a result of this warfare along the coasts of Dorne typically relies heavily on a combination of phalanxes of spearmen and light cavalry mounted on the famous Dornish sand steeds, and knights riding as heavy lancers.;;;;;;;;;;;;;x
ca_mbs_summer_islands_barracks;Summer Islander Barracks;;;;;;;;;;;;;x
ca_mbs_summer_islands_barracks_desc;The Summer Islanders traditionally utilise long thrusting spears, short stabbing spears, slings, wooden shields, and little armor. The isles produce some of the best archers in the known world, and their special goldenheart bows have a longer range than most others, firing specialised yard long arrows. As a result armies of the Summer Isles are typically formed of spearmen and a large contingent of skilled archers.;;;;;;;;;;;;;x
ca_mbs_pirate_barracks;Pirate Muster;;;;;;;;;;;;;x
ca_mbs_pirate_barracks_desc;Multiple pirate ships often come together to fight for a pirate lord who can promise them plunder and riches. Such forces are composed of pirates and marines, armed as light infantry and skirmishers;;;;;;;;;;;;;x
ca_mbs_sothoros_barracks;Summer Sea Barracks;;;;;;;;;;;;;x
ca_mbs_sothoros_barracks_desc;The islands of the Summer Sea are home to various sailors, farmers, and hunters. As a result when they march to war they typically arm themselves as light infantry and skirmishers;;;;;;;;;;;;;x
ca_mbs_braavosi_barracks;Braavosi Barracks;;;;;;;;;;;;;x
ca_mbs_braavosi_barracks_desc;Though the Braavosi often try to resolve conflicts by negotiation and their strength at sea, they are no strangers to land warfare. In such times they field infantry composed of citizenry stiffened by water dancers, with contingents of mounted lancers from sellsword companies.;;;;;;;;;;;;;x
ca_mbs_lorathi_barracks;Lorathi Barracks;;;;;;;;;;;;;x
ca_mbs_lorathi_barracks_desc;Though the Lorathi often try to resolve conflicts by negotiation, they have some experience of warfare. In such times they field infantry composed of citizenry with contingents of mounted lancers from sellsword companies.;;;;;;;;;;;;;x
ca_mbs_pentoshi_barracks;Pentoshi Barracks;;;;;;;;;;;;;x
ca_mbs_pentoshi_barracks_desc;Though the Pentoshi often try to resolve conflicts by trade and negotiation, they have some experience of warfare. In such times they field infantry composed of citizenry with contingents of mounted lancers from sellsword companies.;;;;;;;;;;;;;x
ca_mbs_norvoshi_barracks;Norvoshi Barracks;;;;;;;;;;;;;x
ca_mbs_norvoshi_barracks_desc;No strangers to warfare the Norvoshi employ infantry militia composed of the citizenry, stiffened by contingents of mounted lancers from sellsword companies, and heavy infantry trained by the Bearded Priests who wield fearsome long-axes and are fiercely loyal and obedient.;;;;;;;;;;;;;x
ca_mbs_qohorik_barracks;Qohorik Barracks;;;;;;;;;;;;;x
ca_mbs_qohorik_barracks_desc;The Qohorik are no strangers to warfare and employ an infantry militia stiffened by hunters from the great forests surrounding the city and contingents of mounted lancers from sellsword companies. Meanwhile the city itself boasts a traditional garrison of Unsullied that has been in place since the Three Thousand of Qohor.;;;;;;;;;;;;;x
ca_mbs_myrish_barracks;Myrish Barracks;;;;;;;;;;;;;x
ca_mbs_myrish_barracks_desc;The Myrish are held by many to be a cowardly lot, but they are no strangers to warfare. In battle they employ a mixture of crossbowmen and infantry militia composed of the citizenry, stiffened by bravo swordsmen and contingents of mounted lancers from sellsword companies.;;;;;;;;;;;;;x
ca_mbs_tyroshi_barracks;Tyroshi Barracks;;;;;;;;;;;;;x
ca_mbs_tyroshi_barracks_desc;Though the Tyroshi often try to resolve conflicts by negotiation, they are no strangers to warfare and employ an infantry militia stiffened by marines drawn from the city's navy and contingents of mounted lancers from sellsword companies.;;;;;;;;;;;;;x
ca_mbs_lysene_barracks;Lysene Barracks;;;;;;;;;;;;;x
ca_mbs_lysene_barracks_desc;Though the Lysene often try to resolve conflicts by negotiation, they are no strangers to warfare and employ an infantry militia stiffened by marines drawn from the city's navy and contingents of mounted lancers from sellsword companies.;;;;;;;;;;;;;x
ca_mbs_volantene_barracks;Volantene Barracks;;;;;;;;;;;;;x
ca_mbs_volantene_barracks_desc;The mighty city of Volantis Once hoped to subjugate all of the Free Cities and rule as a second Valyria. Though the rule of the Elephant faction has led the city to focus on trade in recent years its reputation for martial prowess remains considerable. In times of war the Volantenes use a well drilled infantry militia bolstered by contingents of mounted lancers from sellsword companies.;;;;;;;;;;;;;x
ca_mbs_andal_barracks;Essosi Andal Barracks;;;;;;;;;;;;;x
ca_mbs_andal_barracks_desc;Most Andals fled from the expanding Freehold and settled in Westeros, however, many stayed in Andalos and were subjugated. Over the centuries they have diverged considerably from the Andals of Westeros, however, they still maintain certain traditions, such as knighthood. As a result the armies of Andalos typically rely heavily on a combination of heavy infantry able to hold the line, and heavy cavalry able to deliver a decisive blow against the enemy.;;;;;;;;;;;;;x
ca_mbs_rhoynar_barracks;Rhoynar Barracks;;;;;;;;;;;;;x
ca_mbs_rhoynar_barracks_desc;Most Rhoynar fled from the expanding Freehold and followed Nymeria to Dorne, however, many stayed along the Rhoyne and were subjugated. Over the centuries they have diverged considerably from the Rhoynar of Dorne. However, in times of war they still draw on ancient Rhoynar traditions with their armies typically relying heavily on a combination of phalanxes of spearmen and archers able to pepper the enemy with arrows from a distance.;;;;;;;;;;;;;x
ca_mbs_sarnori_barracks;Tall Men Barracks;;;;;;;;;;;;;x
ca_mbs_sarnori_barracks_desc;Descendants of Huzhor Amai, the Tall Men, or Tagaez Fen, of Sarnor were widely renowned for their martial prowess. Sarnori riders wear steel and spider silk, and ride coal-black mares, whilst the greatest of their warriors go into battle in scythed chariots pulled by teams of bloodred horses. These are often driven by their wives or daughters, for it is the custom among the Tall Men for men and women to make war together.;;;;;;;;;;;;;x
ca_mbs_dothraki_barracks;Dothraki Stables;;;;;;;;;;;;;x
ca_mbs_dothraki_barracks_desc;Although the Dothraki of these lands no longer live as nomads, they still fight in the ancient manner of their people, riding as ferocious light cavalry and horse archers, bringing rapid manoeuvrability to the battlefield and able to contend with the mightiest of foes.;;;;;;;;;;;;;x
ca_mbs_valyrian_barracks;Valyrian Barracks;;;;;;;;;;;;;x
ca_mbs_valyrian_barracks_desc;When the Doom came to Valyria the entire peninsula was destroyed and the dragonlords killed. However, the lands were colonized in time, and a new army was organized in the same style of the old empire.;;;;;;;;;;;;;x
ca_mbs_north_valyrian_barracks;North Valyrian Barracks;;;;;;;;;;;;;x
ca_mbs_north_valyrian_barracks_desc;When the Doom came to Valyria the entire peninsula was destroyed and the dragonlords killed. However, in the lands to the north of the peninsula a number of city states remain, retaining many of the traditions of Old Valyria. In war their citizenry fights in the Old Valyrian style as heavy infantry supported by skirmishers, with Elyria particularly noted for its slingers who are reputed to be the greatest in the world.;;;;;;;;;;;;;x
ca_mbs_lhazareen_barracks;Lhazareen Barracks;;;;;;;;;;;;;x
ca_mbs_lhazareen_barracks_desc;Though not considered an especially warlike people by their neighbours, the Lhazareen can defend themselves when the need arises, employing light infantry raised from the villages and towns of the country and supported by skirmishers skilled at the use of slings from fighting off both Dothraki and wild beasts.;;;;;;;;;;;;;x
ca_mbs_ghiscari_barracks;Ghiscari Barracks;;;;;;;;;;;;;x
ca_mbs_ghiscari_barracks_desc;The peoples of Slaver's bay are no strangers to war, having once contended with the Dragonlord of Valyria for mastery of Essos. In times of battle the Ghiscari typically send forth well drilled formations of pikemen armoured in the fashion of the ancient lockstep legions of Ghis, supported by light infantry drawn from amongst the poorer inhabitants of the city.;;;;;;;;;;;;;x
ca_mbs_ibbenese_barracks;Ibbenese Barracks;;;;;;;;;;;;;x
ca_mbs_ibbenese_barracks_desc;The Ibbenese are a hardy sea faring people. Short and broad shouldered, they prefer to wield axes in battle, fighting as a mixture of light and heavy infantry they are skilled at fending off enemies at sea and on land.;;;;;;;;;;;;;x
ca_mbs_qartheen_barracks;Qartheen Barracks;;;;;;;;;;;;;x
ca_mbs_qartheen_barracks_desc;Though the Qartheen often try to resolve conflicts by trade and negotiation, they have some experience of warfare. In such times they field infantry composed of citizenry supported by contingents of heavy camelry from the Civic Guard of Qarth.;;;;;;;;;;;;;x
ca_mbs_hyrkooni_barracks;Hyrkooni Barracks;;;;;;;;;;;;;x
ca_mbs_hyrkooni_barracks_desc;The various peoples of the Bone Mountains are no strangers to war, being descended from the legendary Hyrkoon the Hero, and constantly beset by attacks from the Dothraki and Jogos Nhai on either side. As a result the warriors of the Bone Mountains are taught to ride and climb before they learn to walk and are trained in the arts of bow, spear, knife, and sling from the earliest age. In battle they take advantage of the naturally choke points of the Bone Mountains to fight on foot with rows of pikemen able to hold the narow passes, and archers able to pepper the enemy with arrows from a distance.;;;;;;;;;;;;;x
ca_mbs_moraqi_barracks;Moraqi Barracks;;;;;;;;;;;;;x
ca_mbs_moraqi_barracks_desc;The large island of Great Moraq, and the neighbouring islands of Vahar and Lesser Moraq, are a patchwork of  plains, hills, and dense forests, inhabited by various people who trade, sail, and till the land. In times of war the inhabitants of the towns and villages come together and fight as large bands of light infantry.;;;;;;;;;;;;;x
ca_mbs_yitish_barracks;YiTish Barracks;;;;;;;;;;;;;x
ca_mbs_yitish_barracks_desc;The heirs to the Great Empire of the Dawn, the peoples of YiTi are no strangers to warfare, with many emperors having made great conquests at the head of YiTish armies. In battle many of the provinces of YiTi employ infantry, attired in heavy armour paid for by the great wealth of the region, augmented by skilled pikemen, experienced at fending off cavalry from the frequent clashes with the Jogos Nhai;;;;;;;;;;;;;x
ca_mbs_lengi_barracks;Lengi Barracks;;;;;;;;;;;;;x
ca_mbs_lengi_barracks_desc;Trade, shared history, and intermarriage has made the Lengi and Yitish very similar in culture to one another. Though differences remain, in terms of war the way that the Lengi fight is very similar to that of the YiTish, with a strong focus on heavy infantry and pikemen.;;;;;;;;;;;;;x
ca_mbs_jogos_barracks;Jogos Nhai Barracks;;;;;;;;;;;;;x
ca_mbs_jogos_barracks_desc;Although the inhabitants of these plains are no longer wandering nomads the area is still the perfect environment for horse rearing and as a result in times of war it fields large contingents of cavalry supported by skilled skirmishers on foot.;;;;;;;;;;;;;x
ca_mbs_asshai_barracks;Shadowlander Barracks;;;;;;;;;;;;;x
ca_mbs_asshai_barracks_desc;The peoples of Asshai and the surrounding Shadowlands are a queer and strange folk, reputed as sorcerors. In times of war the rulers of the Shadowlands call forth the reavers to fight for them, using them as light infantry and skirmishers, terrifying all those that face them.;;;;;;;;;;;;;x
ca_mbs_nefer_barracks;N'ghai Barracks;;;;;;;;;;;;;x
ca_mbs_nefer_barracks_desc;The peoples of N'ghai and the Secret City of Nefer are a strange insular people, little known to the rest of Essos. In times of war they typically utilise a levy of citizens acting as light infantry, supported by skirmishers.;;;;;;;;;;;;;x
####
ca_mbs_wildling_barracks_1;Large Free Folk Levy;;;;;;;;;;;;;x
ca_mbs_wildling_barracks_1_desc;The Free Folk of Beyond the Wall are known for assembling mighty hosts of fearsome warriors. Owing to the scarcity of smiths north of the Wall most free folk warriors are lightly armoured wield weaponry wrought of stone, wood, and bronze, such as axes and flails, fire-hardened spears and lances, and bows of wood and horn.;;;;;;;;;;;;;x
ca_mbs_thenn_barracks_1;Large Thenn Levy;;;;;;;;;;;;;x
ca_mbs_thenn_barracks_1_desc;The Thenns are perhaps the most organised of the Free Folk beyond the Wall. As a result of this and their ability to smelt bronze the Thenns are more well-armed and armored than most free folk, with bronze helms, axes, short stabbing spears with leaf-shaped heads, shirts sewn with bronze discs, and plain unadorned shields of black boiled leather with bronze rims and bosses.;;;;;;;;;;;;;x
ca_mbs_nightswatch_barracks_1;Large The Wall Barracks;;;;;;;;;;;;;x
ca_mbs_nightswatch_barracks_1_desc;The lands surrounding the Wall are not prosperous enough to support large forces of cavalry, meaning that many of those who hold the wall must fight on foot, often wielding bows to maximise their strong defensive position.;;;;;;;;;;;;;x
ca_mbs_northman_barracks_1;Large Northman Barracks;;;;;;;;;;;;;x
ca_mbs_northman_barracks_1_desc;Northmen are descended from the First Men, with the Andals having a far lesser influence than in the rest of Westeros. As a result, warfare in the North typically relies less on heavy cavalry than the rest of the Seven Kingdoms. Instead the main power of Northern armies typically comes from their powerful heavy infantry and pikemen.;;;;;;;;;;;;;x
ca_mbs_skagos_barracks_1;Large Skagosi Barracks;;;;;;;;;;;;;x
ca_mbs_skagos_barracks_1_desc;The Stoneborn of Skagos are considered little better than wildlings and they fight in a similar manner to the Free Folk beyond the Wall, with little reliance upon cavalry, but with a greater use of heavy armour thanks to their greater ability to trade.;;;;;;;;;;;;;x
ca_mbs_hill_clans_barracks_1;Large Hill Clansman Barracks;;;;;;;;;;;;;x
ca_mbs_hill_clans_barracks_1_desc;The hill clans of the mountains are a fearsome martial people, hardened by raids by Ironborn, Wildlings and their own inter-clan feuds. In battle clan champions fight with huge two-handed greatswords or axes and armor themselves with mail byrnies. The clansmen are also known for breeding shaggy, runtish horses which some of them ride to battle.;;;;;;;;;;;;;x
ca_mbs_wolfswood_barracks_1;Large Wolfswood Barracks;;;;;;;;;;;;;x
ca_mbs_wolfswood_barracks_1_desc;The Wolfswood is a dangerous place and as a result those that make their homes within it are experience woodsmen, skilled at hunting beasts and tracking their prey. As a result in times of war they serve as scouts and skilled archers, hunting men much as they would wolf or boar.;;;;;;;;;;;;;x
ca_mbs_rills_barracks_1;Large Rills Barracks;;;;;;;;;;;;;x
ca_mbs_rills_barracks_1_desc;The Rills are a landscape of rolling hills, grasslands, and streams, perfect for breeding horses. The region has been renowned for breeding the finest horses north of the Neck since it was ruled by the Kings of House Ryder in the Age of Heroes. As a result in times of war levies from the Rills often field considerably more cavalry than is normal for the North.;;;;;;;;;;;;;x
ca_mbs_white_harbour_barracks_1;Large White Harbour Barracks;;;;;;;;;;;;;x
ca_mbs_white_harbour_barracks_1_desc;Though mounted lancers are not uncommon in Northern armies, the great influence of Andal culture brought to White Harbour by House Manderly has meant that the region places a far greater emphasis on knighthood and heavy cavalry than the rest of the North. As a result levies from this region typically boast larger contingents of heavy horse than is the case for the rest of the North.;;;;;;;;;;;;;x
ca_mbs_crannogman_barracks_1;Large Crannogman Barracks;;;;;;;;;;;;;x
ca_mbs_crannogman_barracks_1_desc;The Crannogmen of the Neck are talented hunters and warriors. Despite their short stature and somewhat primitive lifestyle, they have proven a notoriously difficult people to conquer, using guerilla tactics and wielding nets, bronze knives, and frog spears in battle.;;;;;;;;;;;;;x
ca_mbs_valeman_barracks_1;Large Valeman Barracks;;;;;;;;;;;;;x
ca_mbs_valeman_barracks_1_desc;The Vale was where the Andals first established a foothold in Westeros, firmly establishing Andal traditions of knighthood and mounted combat. As a result of this and the naturally mountainous terrain of the Mountains of the Moon, warfare in the Vale typically relies heavily on a combination of pikemen able to hold the narrow mountain passes of the Vale and heavy cavalry able to deliver a decisive blow against the enemy, acting as the hammer to the pikemens' anvil.;;;;;;;;;;;;;x
ca_mbs_sisterman_barracks_1;Large Sisterman Barracks;;;;;;;;;;;;;x
