ca_winterfell_throne;Direwolf Throne;;;;;;;;;;;;;x
ca_winterfell_throne_desc;The high seat of House Stark, where the Lords of Winterfell have sat since the days when they called themselves the Kings of Winter. The seat is cold stone, polished smooth by countless bottoms and  the carved heads of direwolves snarl on the ends of its massive arms. Though not as opulent as other thrones of Westeros, the high seat represents the power of the Lords of Winterfell and the legacy of House Stark, stretching back to the Age of Heroes.;;;;;;;;;;;;;x
ca_iron_throne;The Iron Throne;;;;;;;;;;;;;x
ca_golden_gallery_desc;The seat of House Lannister since the Age of Heroes and built atop the greatest known gold mines in Westeros, Casterly Rock is home to many great treasures. The greatest of these are to be found in the immense caverns known as the Golden Gallery and the Hall of Heroes. The Gallery is famed throughout the Seven Kingdoms for the magnificence of the treasures and gilded ornaments that line its walls. The Hall of Heroes is where the Lannisters and their relatives are buried and the costly armor worn by a hundred Lannister knights, lords, and kings stand eternal guard. The magnificence of these rooms is unmatched in Westeros and reinforces the power and prestige of those that rule Caterly Rock.;;;;;;;;;;;;;x
ca_sunspear_throne;The Twin Thrones of Sunspear;;;;;;;;;;;;;x
ca_sunspear_throne_desc;In the heart of the Old Palace of Sunspear, beneath the golden dome of the Tower of the Sun, is the throne room of the Princes of Dorne. At the heart of the room are two seats on a dais, near twin to one another, save that one has the Martell spear inlaid in gold upon its back, whilst the other bears the blazing Rhoynish sun that had flown from the masts of Nymeria's ships when first they came to Dorne.\n\nThese twin thrones are a powerful symbol of the achievements of the Nymeros-Martell Princes of Dorne, as well as a not so subtle reminder that in Dorne a woman stands equal to a man.;;;;;;;;;;;;;x
ca_oaken_throne_1;The Oakenseat;;;;;;;;;;;;;x
ca_oaken_throne_1_desc;For centuries the Gardener Kings of the Reach ruled from the Oakenseat, a living throne grown from an oak planted at the centre of Highgarden by Garth Greenhand himself. Yet in the reign of Garth Greybeard, Highgarden was sacked by Dornishmen, and the Oakenseat hacked to pieces and burned, a deed that would live in infamy for the people of the Reach. Now all that remain are withered, dead roots where the Oakenseat once stood.;;;;;;;;;;;;x
ca_oaken_throne_2;The Oakenseat;;;;;;;;;;;;;x
ca_oaken_throne_2_desc;For centuries the Gardener Kings of the Reach ruled from the Oakenseat, a living throne grown from an oak planted at the centre of Highgarden by Garth Greenhand himself. Yet in the reign of Garth Greybeard, Highgarden was sacked by Dornishmen, and the Oakenseat hacked to pieces and burned, a deed that would live in infamy for the people of the Reach. It has taken a truly wise and skilled ruler to regrow the Oakenseat and by doing so those that sit it have proven themselves to be the undisputed Lord of Highgarden and true heir to Garth Greenhand.;;;;;;;;;;;;x
ca_riverrun_throne;The High Seat of Riverrun;;;;;;;;;;;;;x
ca_riverrun_throne_desc;The high seat of the Lords of Riverrun, the chair is set on a dais at the centre of the great hall, surrounded by banners proclaiming the might of Riverrun and emphasising the power of the greatest of the native riverlords.;;;;;;;;;;;;;x
ca_storm_throne;The Throne of the Storm Kings;;;;;;;;;;;;;x
ca_storm_throne_desc;At the heart of the Great Hall of Storm's End, is the great chair that has been the throne of the Storm Kings and the Lords of Storm's Ends for centuries, perhaps even millenia, an enduring symbol of power and authority to all Stormlanders.;;;;;;;;;;;;;x
ca_mermans_court;The Merman's Court;;;;;;;;;;;;;x
ca_mermans_court_desc;At the heart of the New Castle of White Harbour is the Merman's Court. Its walls, floor, and ceiling are made of wooden planks notched cunningly together and decorated with all the creatures of the sea. At one end is the entrance, at the other is a dais where there is a large cushioned throne.;;;;;;;;;;;;;x
ca_harlaw_throne;The High Seat of Harlaw;;;;;;;;;;;;;x
ca_harlaw_throne_desc;At the heart of the the Great Hall of Ten Towers is the high seat of the Lord of Harlaw. Two scythes of beaten silver cross above it, so huge that even a giant would have difficulty wielding them,.;;;;;;;;;;;;;x
ca_frey_throne;The High Seat of the Crossing;;;;;;;;;;;;;x
ca_frey_throne_desc;At the heart of the the Great Hall of The Twins is the high seat of the Lord of The Crossing, a tall chair of black oak whose back was carved in the shape of two towers linked by a bridge.;;;;;;;;;;;;;x
ca_griffin_throne;The Griffin Seat;;;;;;;;;;;;;x
ca_griffin_throne_desc;At the heart of the the Great Hall of Griffin's Roost is the Griffin's Seat, a tall chair on a dias, surrounded by banners proclaiming the might of those who sit it.;;;;;;;;;;;;;x
ca_bolton_throne;The High Seat of the Dreadfort;;;;;;;;;;;;x
ca_bolton_throne_desc;At the end of the dim and smoky great hall of the Dreadfort is the high seat of the Lords of the Dreadfort. Rows of torches burn to left and right, grasped by skeletal human hands jutting from the walls. High overhead are wooden rafters black from smoke, and a vaulted ceiling lost in shadow.;;;;;;;;;;;;;x
ca_bolton_room;The Dark Room of the Dreadfort;;;;;;;;;;;;x
ca_bolton_room_desc;Deep beneath the Dreadfort is a dark room full of sharp knives where the Boltons are said to have hung the skins of their enemies. Several Stark Kings of Winter have ended their days in this room.;;;;;;;;;;;;;x
ca_raventree_weirwood_1;The Raventree Weirwood;;;;;;;;;;;;x
ca_raventree_weirwood_1_desc;At the heart of Raventree Hall's godswood is a dead, ancient weirwood of colossal size. Every evening at dusk hundreds of ravens come and roost all night on the dead weirwood as they have for thousands of years. Beneath the roots of the tree are buried many members of House Blackwood. It is said that the tree was poisoned long ago by the Brackens.;;;;;;;;;;;;;x
ca_raventree_weirwood_2;The Raventree Weirwood;;;;;;;;;;;;x
ca_raventree_weirwood_2_desc;At the heart of Raventree Hall's godswood is an ancient weirwood of colossal size. Every evening at dusk hundreds of ravens come and roost all night on the dead weirwood as they have for thousands of years. Beneath the roots of the tree are buried many members of House Blackwood. It has taken a truly wise and skilled ruler to coax the weirwood back to life, and by doing so those that hold Raventree Hall have proven themselves as truly favoured of the Old Gods.;;;;;;;;;;;;;x
ca_blackberry_patch;A Blackberry Patch;;;;;;;;;;;;x
ca_blackberry_patch_desc;A small patch of blackberry bushes.;;;;;;;;;;;;;x
ca_qarth_throne;The Thrones of the Pureborn;;;;;;;;;;;;;x
ca_qarth_throne_desc;At the heart of the the Hall of a Thousand Thrones are are thrones of the Pureborn of Qarth. Great wooden seats of ancient Qartheen royalty, rising in curved tiers from a marble floor to a high-domed ceiling painted with scenes of Qarth's vanished glory. The chairs are immense, fantastically carved, bright with goldwork and studded with amber, onyx, lapis, and jade, each one different from all the others, and each striving to be the most fabulous.;;;;;;;;;;;;;x
ca_meereen_throne_1;The Harpy Throne;;;;;;;;;;;;;x
ca_meereen_throne_1_desc;On the thirty-second level of the Great Pyramid of Meereen, is the Audience Hall of Meereen and the Harpy Throne. The Audience Hall is a splendid, high-ceilinged room with tiles and walls of purple marble. Tall candles burn amongst the purple marble pillars and at the end, atop a high dais is the Harpy Throne, a fantastic thing of carved and gilded wood, all in the shape of a savage harpy.;;;;;;;;;;;;;x
ca_meereen_throne_2;The Throne of Meereen.;;;;;;;;;;;;;x
ca_meereen_throne_2_desc;On the thirty-second level of the Great Pyramid of Meereen, is the Audience Hall of Meereen and the Harpy Throne. The Audience Hall is a splendid, high-ceilinged room with tiles and walls of purple marble. Tall candles burn amongst the purple marble pillars, and at the end is the Throne of Meereen, a simple ebony bench atop a high dais.;;;;;;;;;;;;;x
ca_high_seat;High Seat of [From.Capital.GetName];;;;;;;;;;;;;x
ca_high_seat_desc;At the heart of [From.Capital.GetName] is a grand hall, its walls covered in rich tapestries and at one end a tall chair on a dias, surrounded by the banners depicting the sigil and symbols of House [From.Holder.GetOnlyDynastyName]. Such a display highlights the wealth and power of those who rule from it.;;;;;;;;;;;;;x
ca_shieldhall_cb;The Shieldhall;;;;;;;;;;;;;x
ca_shieldhall_cb_desc;An old feast hall of dank stone at the heart of Castle Black, able to accomodate two-hundred men at its table. It has been an ancient tradition of the Nightswatch that when a knight or noble joins the watch he puts aside his old life, placing his shield upon the walls of the Shieldhall and taking up the plain black shield of the brotherhood. When he dies the shield will be removed to go with him on his funeral pyre or tomb.;;;;;;;;;;;;;x
ca_saltpans;Salt Pans;;;;;;;;;;;;;x
ca_saltpans_desc;The flat estuary of the Trident where it flows into the Narrow Sea is perfect for salt panning, and there are extensive evaporation ponds fenced off along the shoreline, with smallfolk extracting baskets of salt which can then be traded.;;;;;;;;;;;;;x

